route_id,service_id,trip_id,direction_id,trip_headsign,shape_id
line:61,27_1199106,1901704,1,Basso Cambo,11971
line:61,27_1200043,1902623,0,Balma-Gramont,11970
line:61,27_1197893,1900493,0,Balma-Gramont,11970
line:61,27_1198617,1901216,1,Basso Cambo,11971
line:61,27_1199836,1902425,0,Balma-Gramont,11970
line:61,27_1199699,1902291,0,Balma-Gramont,11970
line:61,27_1199728,1902320,1,Basso Cambo,11971
line:61,27_1198060,1900660,1,Basso Cambo,11971
line:61,27_1197711,1900311,0,Balma-Gramont,11970
line:61,27_1198363,1900962,0,Balma-Gramont,11970
line:61,27_1198404,1901003,0,Balma-Gramont,11970
line:61,27_1199512,1902106,0,Balma-Gramont,11970
line:61,27_1198214,1900814,1,Basso Cambo,11971
line:61,27_1198163,1900763,1,Basso Cambo,11971
line:61,27_1198391,1900990,0,Balma-Gramont,11970
line:61,27_1199740,1902331,0,Balma-Gramont,11970
line:61,27_1199456,1902051,1,Basso Cambo,11971
line:61,27_1198613,1901212,1,Basso Cambo,11971
line:61,27_1198506,1901105,0,Balma-Gramont,11970
line:61,27_1198295,1900894,0,Balma-Gramont,11970
line:61,27_1199853,1902442,1,Basso Cambo,11971
line:61,27_1198165,1900765,1,Basso Cambo,11971
line:61,27_1199050,1901648,1,Basso Cambo,11971
line:61,27_1197746,1900346,0,Balma-Gramont,11970
line:61,27_1199383,1901979,1,Basso Cambo,11971
line:61,27_1198590,1901189,1,Basso Cambo,11971
line:61,27_1198340,1900939,0,Balma-Gramont,11970
line:61,27_1198688,1901287,1,Basso Cambo,11971
line:61,27_1197703,1900303,0,Balma-Gramont,11970
line:61,27_1199494,1902088,0,Balma-Gramont,11970
line:61,27_1198326,1900925,0,Balma-Gramont,11970
line:61,27_1199379,1901975,1,Basso Cambo,11971
line:61,27_1197792,1900392,0,Balma-Gramont,11970
line:61,27_1197880,1900480,0,Balma-Gramont,11970
line:61,27_1197646,1900246,0,Balma-Gramont,11970
line:61,27_1199082,1901680,1,Basso Cambo,11971
line:61,27_1199588,1902182,1,Basso Cambo,11971
line:61,27_1200138,1902712,1,Basso Cambo,11971
line:61,27_1199154,1901751,0,Balma-Gramont,11970
line:61,27_1198916,1901514,0,Balma-Gramont,11970
line:61,27_1199746,1902337,0,Balma-Gramont,11970
line:61,27_1199582,1902176,1,Basso Cambo,11971
line:61,27_1197944,1900544,1,Basso Cambo,11971
line:61,27_1197939,1900539,1,Basso Cambo,11971
line:61,27_1199414,1902009,0,Balma-Gramont,11970
line:61,27_1199367,1901963,1,Basso Cambo,11971
line:61,27_1198240,1900840,1,Basso Cambo,11971
line:61,27_1198891,1901489,0,Balma-Gramont,11970
line:61,27_1197993,1900593,1,Basso Cambo,11971
line:61,27_1199116,1901714,1,Basso Cambo,11971
line:61,27_1198610,1901209,1,Basso Cambo,11971
line:61,27_1199346,1901942,0,Balma-Gramont,11970
line:61,27_1197909,1900509,0,Balma-Gramont,11970
line:61,27_1199212,1901809,1,Basso Cambo,11971
line:61,27_1198332,1900931,0,Balma-Gramont,11970
line:61,27_1197594,1900194,0,Balma-Gramont,11970
line:61,27_1199952,1902535,1,Basso Cambo,11971
line:61,27_1199916,1902500,0,Balma-Gramont,11970
line:61,27_1198098,1900698,1,Basso Cambo,11971
line:61,27_1198100,1900700,1,Basso Cambo,11971
line:61,27_1198702,1901301,1,Basso Cambo,11971
line:61,27_1199039,1901637,1,Basso Cambo,11971
line:61,27_1197956,1900556,1,Basso Cambo,11971
line:61,27_1198535,1901134,0,Balma-Gramont,11970
line:61,27_1197596,1900196,0,Balma-Gramont,11970
line:61,27_1199976,1902558,0,Balma-Gramont,11970
line:61,27_1198685,1901284,1,Basso Cambo,11971
line:61,27_1199419,1902014,0,Balma-Gramont,11970
line:61,27_1198838,1901436,0,Balma-Gramont,11970
line:61,27_1199418,1902013,0,Balma-Gramont,11970
line:61,27_1198572,1901171,1,Basso Cambo,11971
line:61,27_1199347,1901943,0,Balma-Gramont,11970
line:61,27_1198924,1901522,0,Balma-Gramont,11970
line:61,27_1198105,1900705,1,Basso Cambo,11971
line:61,27_1199848,1902437,1,Basso Cambo,11971
line:61,27_1198079,1900679,1,Basso Cambo,11971
line:61,27_1198366,1900965,0,Balma-Gramont,11970
line:61,27_1198755,1901354,1,Basso Cambo,11971
line:61,27_1198803,1901401,0,Balma-Gramont,11970
line:61,27_1197849,1900449,0,Balma-Gramont,11970
line:61,27_1198205,1900805,1,Basso Cambo,11971
line:61,27_1198895,1901493,0,Balma-Gramont,11970
line:61,27_1199670,1902263,1,Basso Cambo,11971
line:61,27_1198730,1901329,1,Basso Cambo,11971
line:61,27_1197652,1900252,0,Balma-Gramont,11970
line:61,27_1198500,1901099,0,Balma-Gramont,11970
line:61,27_1197603,1900203,0,Balma-Gramont,11970
line:61,27_1199250,1901847,1,Basso Cambo,11971
line:61,27_1199108,1901706,1,Basso Cambo,11971
line:61,27_1199193,1901790,0,Balma-Gramont,11970
line:61,27_1199458,1902053,1,Basso Cambo,11971
line:61,27_1197584,1900184,0,Balma-Gramont,11970
line:61,27_1198313,1900912,0,Balma-Gramont,11970
line:61,27_1199845,1902434,1,Basso Cambo,11971
line:61,27_1198679,1901278,1,Basso Cambo,11971
line:61,27_1199796,1902386,0,Balma-Gramont,11970
line:61,27_1198287,1900887,1,Basso Cambo,11971
line:61,27_1197680,1900280,0,Balma-Gramont,11970
line:61,27_1199031,1901629,1,Basso Cambo,11971
line:61,27_1197721,1900321,0,Balma-Gramont,11970
line:61,27_1197930,1900530,0,Balma-Gramont,11970
line:61,27_1197615,1900215,0,Balma-Gramont,11970
line:61,27_1199621,1902214,0,Balma-Gramont,11970
line:61,27_1198142,1900742,1,Basso Cambo,11971
line:61,27_1199758,1902349,0,Balma-Gramont,11970
line:61,27_1199182,1901779,0,Balma-Gramont,11970
line:61,27_1197805,1900405,0,Balma-Gramont,11970
line:61,27_1199286,1901883,1,Basso Cambo,11971
line:61,27_1200036,1902616,0,Balma-Gramont,11970
line:61,27_1199861,1902449,0,Balma-Gramont,11970
line:61,27_1316815,2043643,1,Basso Cambo,11971
line:61,27_1199438,1902033,1,Basso Cambo,11971
line:61,27_1199008,1901606,1,Basso Cambo,11971
line:61,27_1198834,1901432,0,Balma-Gramont,11970
line:61,27_1198904,1901502,0,Balma-Gramont,11970
line:61,27_1198229,1900829,1,Basso Cambo,11971
line:61,27_1199652,1902245,1,Basso Cambo,11971
line:61,27_1200031,1902611,0,Balma-Gramont,11970
line:61,27_1199986,1902567,0,Balma-Gramont,11970
line:61,27_1199876,1902463,0,Balma-Gramont,11970
line:61,27_1199187,1901784,0,Balma-Gramont,11970
line:61,27_1197911,1900511,0,Balma-Gramont,11970
line:61,27_1199165,1901762,0,Balma-Gramont,11970
line:61,27_1199812,1902402,1,Basso Cambo,11971
line:61,27_1198913,1901511,0,Balma-Gramont,11970
line:61,27_1197751,1900351,0,Balma-Gramont,11970
line:61,27_1198680,1901279,1,Basso Cambo,11971
line:61,27_1198396,1900995,0,Balma-Gramont,11970
line:61,27_1199551,1902145,1,Basso Cambo,11971
line:61,27_1200039,1902619,0,Balma-Gramont,11970
line:61,27_1199491,1902085,0,Balma-Gramont,11970
line:61,27_1197648,1900248,0,Balma-Gramont,11970
line:61,27_1198719,1901318,1,Basso Cambo,11971
line:61,27_1197686,1900286,0,Balma-Gramont,11970
line:61,27_1199461,1902056,1,Basso Cambo,11971
line:61,27_1198427,1901026,0,Balma-Gramont,11970
line:61,27_1197610,1900210,0,Balma-Gramont,11970
line:61,27_1198501,1901100,0,Balma-Gramont,11970
line:61,27_1199820,1902410,1,Basso Cambo,11971
line:61,27_1197796,1900396,0,Balma-Gramont,11970
line:61,27_1199899,1902485,1,Basso Cambo,11971
line:61,27_1199733,1902325,1,Basso Cambo,11971
line:61,27_1199565,1902159,1,Basso Cambo,11971
line:61,27_1199485,1902079,0,Balma-Gramont,11970
line:61,27_1199426,1902021,0,Balma-Gramont,11970
line:61,27_1199767,1902358,1,Basso Cambo,11971
line:61,27_1198051,1900651,1,Basso Cambo,11971
line:61,27_1199989,1902570,0,Balma-Gramont,11970
line:61,27_1198941,1901539,0,Balma-Gramont,11970
line:61,27_1198686,1901285,1,Basso Cambo,11971
line:61,27_1200130,1902704,0,Balma-Gramont,11970
line:61,27_1198576,1901175,1,Basso Cambo,11971
line:61,27_1199066,1901664,1,Basso Cambo,11971
line:61,27_1334808,2063358,1,Basso Cambo,11971
line:61,27_1199544,1902138,1,Basso Cambo,11971
line:61,27_1198437,1901036,0,Balma-Gramont,11970
line:61,27_1198217,1900817,1,Basso Cambo,11971
line:61,27_1198555,1901154,1,Basso Cambo,11971
line:61,27_1198600,1901199,1,Basso Cambo,11971
line:61,27_1197987,1900587,1,Basso Cambo,11971
line:61,27_1200062,1902642,1,Basso Cambo,11971
line:61,27_1198511,1901110,0,Balma-Gramont,11970
line:61,27_1198498,1901097,0,Balma-Gramont,11970
line:61,27_1198938,1901536,0,Balma-Gramont,11970
line:61,27_1197798,1900398,0,Balma-Gramont,11970
line:61,27_1197898,1900498,0,Balma-Gramont,11970
line:61,27_1198631,1901230,1,Basso Cambo,11971
line:61,27_1199951,1902534,1,Basso Cambo,11971
line:61,27_1198786,1901385,1,Basso Cambo,11971
line:61,27_1199510,1902104,0,Balma-Gramont,11970
line:61,27_1199782,1902373,1,Basso Cambo,11971
line:61,27_1198588,1901187,1,Basso Cambo,11971
line:61,27_1198494,1901093,0,Balma-Gramont,11970
line:61,27_1199874,1902461,0,Balma-Gramont,11970
line:61,27_1197946,1900546,1,Basso Cambo,11971
line:61,27_1199329,1901925,0,Balma-Gramont,11970
line:61,27_1197772,1900372,0,Balma-Gramont,11970
line:61,27_1197828,1900428,0,Balma-Gramont,11970
line:61,27_1199276,1901873,1,Basso Cambo,11971
line:61,27_1199069,1901667,1,Basso Cambo,11971
line:61,27_1197822,1900422,0,Balma-Gramont,11970
line:61,27_1199762,1902353,1,Basso Cambo,11971
line:61,27_1197656,1900256,0,Balma-Gramont,11970
line:61,27_1198553,1901152,1,Basso Cambo,11971
line:61,27_1197934,1900534,1,Basso Cambo,11971
line:61,27_1198062,1900662,1,Basso Cambo,11971
line:61,27_1199073,1901671,1,Basso Cambo,11971
line:61,27_1198525,1901124,0,Balma-Gramont,11970
line:61,27_1199333,1901929,0,Balma-Gramont,11970
line:61,27_1198254,1900854,1,Basso Cambo,11971
line:61,27_1199204,1901801,0,Balma-Gramont,11970
line:61,27_1199547,1902141,1,Basso Cambo,11971
line:61,27_1199583,1902177,1,Basso Cambo,11971
line:61,27_1199335,1901931,0,Balma-Gramont,11970
line:61,27_1200052,1902632,0,Balma-Gramont,11970
line:61,27_1198558,1901157,1,Basso Cambo,11971
line:61,27_1199478,1902072,0,Balma-Gramont,11970
line:61,27_1199273,1901870,1,Basso Cambo,11971
line:61,27_1198482,1901081,0,Balma-Gramont,11970
line:61,27_1197726,1900326,0,Balma-Gramont,11970
line:61,27_1197882,1900482,0,Balma-Gramont,11970
line:61,27_1199266,1901863,1,Basso Cambo,11971
line:61,27_1198379,1900978,0,Balma-Gramont,11970
line:61,27_1198068,1900668,1,Basso Cambo,11971
line:61,27_1198174,1900774,1,Basso Cambo,11971
line:61,27_1199251,1901848,1,Basso Cambo,11971
line:61,27_1197865,1900465,0,Balma-Gramont,11970
line:61,27_1199822,1902412,1,Basso Cambo,11971
line:61,27_1197968,1900568,1,Basso Cambo,11971
line:61,27_1197759,1900359,0,Balma-Gramont,11970
line:61,27_1199189,1901786,0,Balma-Gramont,11970
line:61,27_1199341,1901937,0,Balma-Gramont,11970
line:61,27_1198045,1900645,1,Basso Cambo,11971
line:61,27_1199141,1901738,0,Balma-Gramont,11970
line:61,27_1198530,1901129,0,Balma-Gramont,11970
line:61,27_1199577,1902171,1,Basso Cambo,11971
line:61,27_1197945,1900545,1,Basso Cambo,11971
line:61,27_1198306,1900905,0,Balma-Gramont,11970
line:61,27_1197879,1900479,0,Balma-Gramont,11970
line:61,27_1198232,1900832,1,Basso Cambo,11971
line:61,27_1200044,1902624,0,Balma-Gramont,11970
line:61,27_1197625,1900225,0,Balma-Gramont,11970
line:61,27_1199891,1902477,0,Balma-Gramont,11970
line:61,27_1199336,1901932,0,Balma-Gramont,11970
line:61,27_1198701,1901300,1,Basso Cambo,11971
line:61,27_1199516,1902110,0,Balma-Gramont,11970
line:61,27_1199285,1901882,1,Basso Cambo,11971
line:61,27_1198772,1901371,1,Basso Cambo,11971
line:61,27_1199783,1902374,1,Basso Cambo,11971
line:61,27_1198373,1900972,0,Balma-Gramont,11970
line:61,27_1198816,1901414,0,Balma-Gramont,11970
line:61,27_1198781,1901380,1,Basso Cambo,11971
line:61,27_1198395,1900994,0,Balma-Gramont,11970
line:61,27_1198562,1901161,1,Basso Cambo,11971
line:61,27_1199241,1901838,1,Basso Cambo,11971
line:61,27_1198089,1900689,1,Basso Cambo,11971
line:61,27_1199863,1902451,0,Balma-Gramont,11970
line:61,27_1198790,1901389,1,Basso Cambo,11971
line:61,27_1199417,1902012,0,Balma-Gramont,11970
line:61,27_1200087,1902665,0,Balma-Gramont,11970
line:61,27_1199997,1902578,0,Balma-Gramont,11970
line:61,27_1199287,1901884,1,Basso Cambo,11971
line:61,27_1199464,1902059,1,Basso Cambo,11971
line:61,27_1198421,1901020,0,Balma-Gramont,11970
line:61,27_1199330,1901926,0,Balma-Gramont,11970
line:61,27_1200012,1902593,1,Basso Cambo,11971
line:61,27_1199999,1902580,0,Balma-Gramont,11970
line:61,27_1199827,1902417,1,Basso Cambo,11971
line:61,27_1198866,1901464,0,Balma-Gramont,11970
line:61,27_1198429,1901028,0,Balma-Gramont,11970
line:61,27_1199442,1902037,1,Basso Cambo,11971
line:61,27_1197924,1900524,0,Balma-Gramont,11970
line:61,27_1197992,1900592,1,Basso Cambo,11971
line:61,27_1199032,1901630,1,Basso Cambo,11971
line:61,27_1199452,1902047,1,Basso Cambo,11971
line:61,27_1198203,1900803,1,Basso Cambo,11971
line:61,27_1197611,1900211,0,Balma-Gramont,11970
line:61,27_1198928,1901526,0,Balma-Gramont,11970
line:61,27_1198441,1901040,0,Balma-Gramont,11970
line:61,27_1197900,1900500,0,Balma-Gramont,11970
line:61,27_1199132,1901729,0,Balma-Gramont,11970
line:61,27_1197695,1900295,0,Balma-Gramont,11970
line:61,27_1199214,1901811,1,Basso Cambo,11971
line:61,27_1200053,1902633,0,Balma-Gramont,11970
line:61,27_1197699,1900299,0,Balma-Gramont,11970
line:61,27_1198032,1900632,1,Basso Cambo,11971
line:61,27_1197580,1900180,0,Balma-Gramont,11970
line:61,27_1198658,1901257,1,Basso Cambo,11971
line:61,27_1198211,1900811,1,Basso Cambo,11971
line:61,27_1198940,1901538,0,Balma-Gramont,11970
line:61,27_1199969,1902551,0,Balma-Gramont,11970
line:61,27_1197642,1900242,0,Balma-Gramont,11970
line:61,27_1198853,1901451,0,Balma-Gramont,11970
line:61,27_1199390,1901986,1,Basso Cambo,11971
line:61,27_1200003,1902584,0,Balma-Gramont,11970
line:61,27_1199444,1902039,1,Basso Cambo,11971
line:61,27_1198985,1901583,1,Basso Cambo,11971
line:61,27_1198496,1901095,0,Balma-Gramont,11970
line:61,27_1198378,1900977,0,Balma-Gramont,11970
line:61,27_1198672,1901271,1,Basso Cambo,11971
line:61,27_1199780,1902371,1,Basso Cambo,11971
line:61,27_1198016,1900616,1,Basso Cambo,11971
line:61,27_1198245,1900845,1,Basso Cambo,11971
line:61,27_1280873,2008099,0,Balma-Gramont,11970
line:61,27_1198919,1901517,0,Balma-Gramont,11970
line:61,27_1199222,1901819,1,Basso Cambo,11971
line:61,27_1197908,1900508,0,Balma-Gramont,11970
line:61,27_1197717,1900317,0,Balma-Gramont,11970
line:61,27_1198204,1900804,1,Basso Cambo,11971
line:61,27_1198330,1900929,0,Balma-Gramont,11970
line:61,27_1197791,1900391,0,Balma-Gramont,11970
line:61,27_1199500,1902094,0,Balma-Gramont,11970
line:61,27_1198145,1900745,1,Basso Cambo,11971
line:61,27_1197836,1900436,0,Balma-Gramont,11970
line:61,27_1199536,1902130,0,Balma-Gramont,11970
line:61,27_1199412,1902007,0,Balma-Gramont,11970
line:61,27_1199209,1901806,0,Balma-Gramont,11970
line:61,27_1198005,1900605,1,Basso Cambo,11971
line:61,27_1199249,1901846,1,Basso Cambo,11971
line:61,27_1197913,1900513,0,Balma-Gramont,11970
line:61,27_1197752,1900352,0,Balma-Gramont,11970
line:61,27_1197941,1900541,1,Basso Cambo,11971
line:61,27_1198526,1901125,0,Balma-Gramont,11970
line:61,27_1198010,1900610,1,Basso Cambo,11971
line:61,27_1198101,1900701,1,Basso Cambo,11971
line:61,27_1199334,1901930,0,Balma-Gramont,11970
line:61,27_1198198,1900798,1,Basso Cambo,11971
line:61,27_1198004,1900604,1,Basso Cambo,11971
line:61,27_1198823,1901421,0,Balma-Gramont,11970
line:61,27_1198084,1900684,1,Basso Cambo,11971
line:61,27_1199943,1902526,1,Basso Cambo,11971
line:61,27_1198050,1900650,1,Basso Cambo,11971
line:61,27_1199109,1901707,1,Basso Cambo,11971
line:61,27_1199063,1901661,1,Basso Cambo,11971
line:61,27_1199465,1902060,1,Basso Cambo,11971
line:61,27_1199525,1902119,0,Balma-Gramont,11970
line:61,27_1199518,1902112,0,Balma-Gramont,11970
line:61,27_1199596,1902190,1,Basso Cambo,11971
line:61,27_1198049,1900649,1,Basso Cambo,11971
line:61,27_1198123,1900723,1,Basso Cambo,11971
line:61,27_1199366,1901962,1,Basso Cambo,11971
line:61,27_1200122,1902697,0,Balma-Gramont,11970
line:61,27_1198739,1901338,1,Basso Cambo,11971
line:61,27_1198078,1900678,1,Basso Cambo,11971
line:61,27_1198314,1900913,0,Balma-Gramont,11970
line:61,27_1198898,1901496,0,Balma-Gramont,11970
line:61,27_1199321,1901917,0,Balma-Gramont,11970
line:61,27_1199640,1902233,1,Basso Cambo,11971
line:61,27_1199954,1902537,1,Basso Cambo,11971
line:61,27_1198319,1900918,0,Balma-Gramont,11970
line:61,27_1198348,1900947,0,Balma-Gramont,11970
line:61,27_1198544,1901143,1,Basso Cambo,11971
line:61,27_1198425,1901024,0,Balma-Gramont,11970
line:61,27_1198968,1901566,0,Balma-Gramont,11970
line:61,27_1197665,1900265,0,Balma-Gramont,11970
line:61,27_1199963,1902545,0,Balma-Gramont,11970
line:61,27_1198993,1901591,1,Basso Cambo,11971
line:61,27_1199546,1902140,1,Basso Cambo,11971
line:61,27_1198361,1900960,0,Balma-Gramont,11970
line:61,27_1198480,1901079,0,Balma-Gramont,11970
line:61,27_1198478,1901077,0,Balma-Gramont,11970
line:61,27_1198461,1901060,0,Balma-Gramont,11970
line:61,27_1198162,1900762,1,Basso Cambo,11971
line:61,27_1200110,1902687,1,Basso Cambo,11971
line:61,27_1198328,1900927,0,Balma-Gramont,11970
line:61,27_1197714,1900314,0,Balma-Gramont,11970
line:61,27_1198129,1900729,1,Basso Cambo,11971
line:61,27_1199584,1902178,1,Basso Cambo,11971
line:61,27_1198333,1900932,0,Balma-Gramont,11970
line:61,27_1198509,1901108,0,Balma-Gramont,11970
line:61,27_1198212,1900812,1,Basso Cambo,11971
line:61,27_1198349,1900948,0,Balma-Gramont,11970
line:61,27_1199908,1902492,0,Balma-Gramont,11970
line:61,27_1199753,1902344,0,Balma-Gramont,11970
line:61,27_1199396,1901992,1,Basso Cambo,11971
line:61,27_1197958,1900558,1,Basso Cambo,11971
line:61,27_1197589,1900189,0,Balma-Gramont,11970
line:61,27_1199325,1901921,0,Balma-Gramont,11970
line:61,27_1199315,1901912,1,Basso Cambo,11971
line:61,27_1199920,1902504,1,Basso Cambo,11971
line:61,27_1198598,1901197,1,Basso Cambo,11971
line:61,27_1198299,1900898,0,Balma-Gramont,11970
line:61,27_1199375,1901971,1,Basso Cambo,11971
line:61,27_1199244,1901841,1,Basso Cambo,11971
line:61,27_1199830,1902420,1,Basso Cambo,11971
line:61,27_1197845,1900445,0,Balma-Gramont,11970
line:61,27_1197769,1900369,0,Balma-Gramont,11970
line:61,27_1198551,1901150,1,Basso Cambo,11971
line:61,27_1199578,1902172,1,Basso Cambo,11971
line:61,27_1198039,1900639,1,Basso Cambo,11971
line:61,27_1199295,1901892,1,Basso Cambo,11971
line:61,27_1198337,1900936,0,Balma-Gramont,11970
line:61,27_1199363,1901959,1,Basso Cambo,11971
line:61,27_1198917,1901515,0,Balma-Gramont,11970
line:61,27_1198890,1901488,0,Balma-Gramont,11970
line:61,27_1199727,1902319,1,Basso Cambo,11971
line:61,27_1198826,1901424,0,Balma-Gramont,11970
line:61,27_1198725,1901324,1,Basso Cambo,11971
line:61,27_1198237,1900837,1,Basso Cambo,11971
line:61,27_1199269,1901866,1,Basso Cambo,11971
line:61,27_1199093,1901691,1,Basso Cambo,11971
line:61,27_1197988,1900588,1,Basso Cambo,11971
line:61,27_1198705,1901304,1,Basso Cambo,11971
line:61,27_1198364,1900963,0,Balma-Gramont,11970
line:61,27_1198433,1901032,0,Balma-Gramont,11970
line:61,27_1198290,1900890,1,Basso Cambo,11971
line:61,27_1199168,1901765,0,Balma-Gramont,11970
line:61,27_1198927,1901525,0,Balma-Gramont,11970
line:61,27_1198242,1900842,1,Basso Cambo,11971
line:61,27_1199338,1901934,0,Balma-Gramont,11970
line:61,27_1197812,1900412,0,Balma-Gramont,11970
line:61,27_1199225,1901822,1,Basso Cambo,11971
line:61,27_1198982,1901580,1,Basso Cambo,11971
line:61,27_1198235,1900835,1,Basso Cambo,11971
line:61,27_1199357,1901953,1,Basso Cambo,11971
line:61,27_1197744,1900344,0,Balma-Gramont,11970
line:61,27_1199794,1902384,0,Balma-Gramont,11970
line:61,27_1199421,1902016,0,Balma-Gramont,11970
line:61,27_1200068,1902648,1,Basso Cambo,11971
line:61,27_1199010,1901608,1,Basso Cambo,11971
line:61,27_1199870,1902458,1,Basso Cambo,11971
line:61,27_1199524,1902118,0,Balma-Gramont,11970
line:61,27_1199934,1902518,1,Basso Cambo,11971
line:61,27_1198253,1900853,1,Basso Cambo,11971
line:61,27_1199134,1901731,0,Balma-Gramont,11970
line:61,27_1199763,1902354,1,Basso Cambo,11971
line:61,27_1199127,1901725,1,Basso Cambo,11971
line:61,27_1197608,1900208,0,Balma-Gramont,11970
line:61,27_1198841,1901439,0,Balma-Gramont,11970
line:61,27_1199060,1901658,1,Basso Cambo,11971
line:61,27_1198956,1901554,0,Balma-Gramont,11970
line:61,27_1199324,1901920,0,Balma-Gramont,11970
line:61,27_1197674,1900274,0,Balma-Gramont,11970
line:61,27_1198073,1900673,1,Basso Cambo,11971
line:61,27_1197675,1900275,0,Balma-Gramont,11970
line:61,27_1197626,1900226,0,Balma-Gramont,11970
line:61,27_1198722,1901321,1,Basso Cambo,11971
line:61,27_1197782,1900382,0,Balma-Gramont,11970
line:61,27_1198112,1900712,1,Basso Cambo,11971
line:61,27_1199184,1901781,0,Balma-Gramont,11970
line:61,27_1200018,1902598,0,Balma-Gramont,11970
line:61,27_1199915,1902499,0,Balma-Gramont,11970
line:61,27_1198676,1901275,1,Basso Cambo,11971
line:61,27_1198903,1901501,0,Balma-Gramont,11970
line:61,27_1197653,1900253,0,Balma-Gramont,11970
line:61,27_1198777,1901376,1,Basso Cambo,11971
line:61,27_1198713,1901312,1,Basso Cambo,11971
line:61,27_1199378,1901974,1,Basso Cambo,11971
line:61,27_1197679,1900279,0,Balma-Gramont,11970
line:61,27_1197593,1900193,0,Balma-Gramont,11970
line:61,27_1198484,1901083,0,Balma-Gramont,11970
line:61,27_1198864,1901462,0,Balma-Gramont,11970
line:61,27_1198249,1900849,1,Basso Cambo,11971
line:61,27_1199136,1901733,0,Balma-Gramont,11970
line:61,27_1197780,1900380,0,Balma-Gramont,11970
line:61,27_1198096,1900696,1,Basso Cambo,11971
line:61,27_1198843,1901441,0,Balma-Gramont,11970
line:61,27_1197800,1900400,0,Balma-Gramont,11970
line:61,27_1199489,1902083,0,Balma-Gramont,11970
line:61,27_1198369,1900968,0,Balma-Gramont,11970
line:61,27_1198356,1900955,0,Balma-Gramont,11970
line:61,27_1199901,1902487,1,Basso Cambo,11971
line:61,27_1199237,1901834,1,Basso Cambo,11971
line:61,27_1198155,1900755,1,Basso Cambo,11971
line:61,27_1198008,1900608,1,Basso Cambo,11971
line:61,27_1198787,1901386,1,Basso Cambo,11971
line:61,27_1199393,1901989,1,Basso Cambo,11971
line:61,27_1199339,1901935,0,Balma-Gramont,11970
line:61,27_1199006,1901604,1,Basso Cambo,11971
line:61,27_1198767,1901366,1,Basso Cambo,11971
line:61,27_1197873,1900473,0,Balma-Gramont,11970
line:61,27_1197662,1900262,0,Balma-Gramont,11970
line:61,27_1197645,1900245,0,Balma-Gramont,11970
line:61,27_1199111,1901709,1,Basso Cambo,11971
